"id","type","product"
"DE.DISP.CONTROL","H","DE"
"DE.EU.SWIFT.LIST","H","DE"
"DE.EXTRA.TEXT","U","DE"
"DE.FORM.TYPE","H","DE"
"DE.FORMAT.BGC","H","DE"
"DE.FORMAT.PRINT","H","DE"
"DE.FORMAT.SIC","H","DE"
"DE.FORMAT.SWIFT","H","DE"
"DE.FORMAT.TEMPLATE","H","DE"
"DE.FORMAT.XML","H","DE"
"DE.HOLD.INTERFACE.MSG","U","DE"
"DE.I.FT.TXN.TYPES","H","FT"
"DE.I.HEADER","H","DE"
"DE.I.HEADER.ARCH","L","DE"
"DE.I.HISTORY","L","DE"
"DE.I.SUBROUTINE.TABLE","H","DE"
"DE.INTERFACE","H","DE"
"DE.INWARD.ROUTING","H","DE"
"DE.MAPPING","H","DE"
"DE.MESSAGE","H","DE"
"DE.MESSAGE.GROUP","H","DE"
"DE.MM.LINE.UP","W","DE"
"DE.MM.SYS.CLEAR","W","DE"
"DE.MT101.REQUEST","H","FT"
"DE.MT941.SENT.ENTRIES","L","DE"
"DE.MT942.HIST","L","DE"
"DE.MT942.REQUEST","W","DE"
"DE.MT942.SEND.TIME","T","DE"
"DE.MT942.SENT.ENTRIES","T","DE"
"DE.O.BATCH.DETAILS","L","DE"
"DE.O.BATCH.DETAILS.ARCH","L","DE"
"DE.O.HEADER","H","DE"
"DE.O.HEADER.ARCH","L","DE"
"DE.O.HISTORY","L","DE"
"DE.O.HISTORY.QUEUE","L","DE"
"DE.PARM","H","DE"
"DE.PRINT.MARKERS","H","DE"
"DE.PRODUCT","H","DE"
"DE.RECEIVED.SIC","L","DE"
"DE.RECEIVED.SWIFT","L","DE"
"DE.ROUTING","L","DE"
"DE.SENT.PRINT","L","DE"
"DE.SENT.SIC","L","DE"
"DE.SENT.SWIFT","L","DE"
"DE.SENT.TELEX","L","DE"
"DE.SEQUENCE.NUMBER","H","DE"
"DE.STATEMENT.REQUEST","H","DE"
"DE.STATISTICS","H","DE"
"DE.STP.REPAIR.PARM","H","DE"
"DE.SWIFT.BOOK","H","DE"
"DE.SWIFT.DIVERSION","H","DE"
"DE.SWIFT.ENRICH","D","DE"
"DE.TRANSLATION","H","DE"
"DE.WORDS","H","DE"
"DEAL.SLIP.FORMAT","H","EB"
"DEAL.SLIP.PARAMETER","H","EB"
"DEALER.DESK","H","ST"
"DEBIT.INT.ADDON","H","IC"
"DENOM.TYPE","H","TT"
"DEPT.ACCT.OFFICER","H","ST"
"DEPT.LEVEL","H","EB"
"DESKTOP.PARAMETER","H","EB"
"DESKTOP.USER.SETTINGS","H","EB"
"DF.SEL.APP.PARAM","H","DF"
"DF.VW.AC.BOOKDT.BAL","D","DF"
"DF.VW.AC.BOOKDT.MOV","D","DF"
"DF.VW.AC.STMT.SUMMA","D","DF"
"DF.VW.AC.VALUDT.BAL","D","DF"
"DF.VW.AC.VALUDT.MOV","D","DF"
"DF.VW.ACCOUNT","D","DF"
"DF.VW.ACCOUNT.MOV","D","DF"
"DF.VW.ACCT.MOV.DTL","D","DF"
"DF.VW.CNTRCT.MVMT","D","DF"
"DF.VW.CONTRACT.BAL","D","DF"
"DF.VW.CUST.RELATION","D","DF"
"DF.VW.CUSTOMER","D","DF"
"DF.VW.GL.BAL.LIST","D","DF"
"DF.VW.GL.CNTRCT.BAL","D","DF"
"DF.VW.GL.MVMT.SRCH","D","DF"
"DF.VW.PL.BAL.LIST","D","DF"
"DF.VW.PL.MOVEMENT","D","DF"
"DF.VW.TRANS.SEARCH","D","DF"
"DF.VW.TRANS.SUMMARY","D","DF"
"DF.XSD.EVENT","L","DF"
"DFE.CONNECTOR.DETAILS","H","EB"
"DFE.GROUP.PARAMETER","H","EB"
"DFE.INTRF.LOG","L","EB"
"DFE.INWARD.FILE.ENTRY","L","EB"
"DFE.INWARD.WORK.FILE","L","EB"
"DFE.MAPPING","H","EB"
"DFE.OUTWARD.WORK.FILE","L","EB"
"DFE.PARAMETER","H","EB"
"DFE.REALTIME.PARAMETER","H","EB"
"DFE.RESPONSE.CODE","U","EB"
"DFE.TRANSFORM","H","EB"
"DIARY","H","SC"
"DIARY.TYPE","H","SC"
"DICTIONARY","U","EB"
"DIGITAL.INFO","H","ST"
"DIGITAL.INTERFACE","H","ST"
"DIGITAL.KEYS","L","ST"
"DIM.NEW.ITEMS","W","EB"
"DIM.PARAMETER","H","EB"
"DIM.TEST.CDS","W","EB"
"DIR.COL.ALL","H","LC"
"DISC.YIELD.ENTRY","H","SC"
"DISPO.ITEMS","H","EB"
"DISPO.OFFICER","H","EB"
"DISPO.PARAMETER","H","EB"
"DIV.COUP.CUS","H","SC"
"DIV.COUP.DET","H","SC"
"DIV.COUP.TAX","H","SC"
"DIV.COUP.TYPE","H","SC"
"DL.DEFINE","W","EB"
"DL.PARAMETER","W","EB"
"DLM.APPL.PARAMETER","H","DL"
"DLM.CONTROL","L","DL"
"DLM.PARAMETER","H","DL"
"DM.APPLICATION.INFO","H","DM"
"DM.APPLN.GROUP","L","DM"
"DM.CUST.DOC.DETAILS","T","DM"
"DM.DOCUMENTS.TRACKED","T","DM"
"DM.TRANS.DOC.DETAILS","T","DM"
"DNB.REP1","R",""
"DOC.GEN.CONDITION","H","DM"
"DOCUMENT.CLASS","H","DM"
"DOCUMENT.REQUIRED","H","DM"
"DOCUMENT.STATUS","H","DM"
"DOCUMENT.TYPE","H","DM"
"DR.DISC.AMENDMENTS","H","LC"
"DR.DISCREPANT.TYPE","H","LC"
"DR.INT.CALC.COND","H","LC"
"DR.SHIPPING","T","LC"
"DRAW.NEG.LIST","L","LC"
"DRAW.NEGOTIATION","H","LC"
"DRAWINGS","H","LC"
"DS.PARAMETER","H","DS"
"DSL.MAPPING","H","DS"
"DSL.MODEL.SOURCE","L","EB"
"DW.BULK.EXTRACT","W","DW"
"DW.CONNECT.PARAM","H","DW"
"DW.EXPORT","H","DW"
"DW.EXPORT.CAPTURE.RESULTS","L","DW"
"DW.EXPORT.PARAM","H","DW"
"DW.EXTRACT.PARAM","H","DW"
"DW.GL.ACCOUNT.MAPPING","U","DW"
"DX.ACC.MASTER","H","DX"
"DX.AGREEMENT.TYPE","H","DX"
"DX.CHILD.TRADE.LINK","L","DX"
"DX.CLOSEOUT","H","DX"
"DX.CLOSEOUT.METHOD","H","DX"
"DX.CO.ASSIGN.AUTO","H","DX"
"DX.CO.ASSIGN.MANUAL","H","DX"
"DX.CO.AUTO.INPUT","H","DX"
"DX.CO.CONTROL.HIST","L","DX"
"DX.CO.EXERCISE.AUTO","H","DX"
"DX.CO.EXERCISE.MANUAL","H","DX"
"DX.CO.EXPIRE.AUTO","H","DX"
"DX.CO.EXPIRE.MANUAL","H","DX"
"DX.CO.EXT.XFER.MANUAL","H","DX"
"DX.CO.MANUAL.INPUT","H","DX"
"DX.CO.MATURITY.INPUT","H","DX"
"DX.CO.SWAP.FIX.INPUT","H","DX"
"DX.CO.XFER.MANUAL","H","DX"
"DX.COB.WORKFILE","W","DX"
"DX.COB.WORKFILE.HISTORY","L","DX"
"DX.COMMISSION","H","DX"
"DX.COMMISSION.DIAGS","L","DX"
"DX.CONSTRAINT.OLD","H","OB"
"DX.CONTRACT.CLASS","H","DX"
"DX.CONTRACT.DATES","H","DX"
"DX.CONTRACT.MASTER","H","DX"
"DX.CONTRACT.TERMS","H","DX"
"DX.CREATE.PRICE","H","DX"
"DX.CUST.POS","L","DX"
"DX.CUSTOMER","H","DX"
"DX.DATE.POS","L","OB"
"DX.DEFAULT.CPARTY","H","DX"
"DX.DIARY","H","DX"
"DX.ENT.ACTION","U","DX"
"DX.ENTITLEMENT","H","DX"
"DX.EU.PARAMETER","H","DX"
"DX.EVENT.TYPE","H","DX"
"DX.EXCHANGE.MASTER","H","DX"
"DX.FWD.POSTINGS","H","DX"
"DX.GROUP.PORT.MARGIN","L","DX"
"DX.GROUPING","H","DX"
"DX.INT.PRICE.CALC","H","DX"
"DX.ITEM.STATUS","L","DX"
"DX.ITEM.STATUS.TYPE","H","DX"
"DX.MARGIN.CALC","H","DX"
"DX.MARGIN.RATES","H","DX"
"DX.MARKET.PRICE","H","DX"
"DX.MARKET.PRICE.HISTORY","H","DX"
"DX.MNEMONIC.CONTRACT","T","DX"
"DX.MNEMONIC.EXCHANGE","T","DX"
"DX.MNEMONIC.TERMS","L","DX"
"DX.OBJECT.LIBRARY","H","DX"
"DX.OPTION.TYPE","H","DX"
"DX.OPTSTRUCT","H","DX"
"DX.ORD.VERSION.NO","L","DX"
"DX.ORDER","H","DX"
"DX.ORDER.TYPE","H","DX"
"DX.PARAMETER","H","DX"
"DX.PORTFOLIO.MARGIN","L","DX"
"DX.POS.PRICE.XREF.LINK","L","DX"
"DX.PREM.DETS.PAID","L","DX"
"DX.PREM.DETS.PAID.HIST","L","DX"
"DX.PREMIUM.DETS","L","DX"
"DX.PREMIUM.DETS.HIST","L","DX"
"DX.PRICE.SET","H","DX"
"DX.PRICE.SOURCE","H","DX"
"DX.REP.POS.ACT.HIST","L","DX"
"DX.REP.POS.ACTIVITY","L","DX"
"DX.REP.POS.HIST","L","DX"
"DX.REP.POS.LAST","L","DX"
"DX.REP.POSITION","L","DX"
"DX.REVAL.DET.CHREG.VM","L","DX"
"DX.REVAL.DET.ENHANCED","L","DX"
"DX.REVAL.DET.EURONEXT","L","DX"
"DX.REVAL.DET.FXOPT.VM","L","DX"
"DX.REVAL.DET.NO.IM","L","DX"
"DX.REVAL.DET.NO.VM","L","DX"
"DX.REVAL.DET.OCC.TIMS","L","DX"
"DX.REVAL.DET.STAND.IM","L","DX"
"DX.REVAL.DET.STAND.VM","L","DX"
"DX.REVAL.TRANSACTION","L","DX"
"DX.REVAL.TXN.HIST","L","DX"
"DX.REVALUE","H","DX"
"DX.REVALUE.EXCHANGE","L","DX"
"DX.REVALUE.EXCHANGE.HIST","L","DX"
"DX.REVALUE.SUMMARY","L","DX"
"DX.REVALUE.SUMMARY.HIST","L","DX"
"DX.RV.CHECK.PRICES","W","DX"
"DX.RV.DET.CHREG.VM.HIST","L","DX"
"DX.RV.DET.ENHANCED.HIST","L","DX"
"DX.RV.DET.EURONEXT.HIST","L","DX"
"DX.RV.DET.FXOPT.VM.HIST","L","DX"
"DX.RV.DET.NO.IM.HIST","L","DX"
"DX.RV.DET.NO.VM.HIST","L","DX"
"DX.RV.DET.OCC.TIMS.HIST","L","DX"
"DX.RV.DET.STAND.IM.HIST","L","DX"
"DX.RV.DET.STAND.VM.HIST","L","DX"
"DX.RV.TXN.ONLINE","L","DX"
"DX.STRATEGY","H","DX"
"DX.STRATEGY.LINK","L","DX"
"DX.TRADE","H","DX"
"DX.TRADING.CONSTRAINT","H","DX"
"DX.TRANS.BALANCES","L","DX"
"DX.TRANS.BALANCES.HIST","L","DX"
"DX.TRANS.KEYS","L","DX"
"DX.TRANSACTION","L","DX"
"DX.TRANSACTION.HISTORY","L","DX"
"DX.TXN.ACT.CUST","L","DX"
"DX.TXN.ACTIVITY","L","DX"
"DX.USR.FLD.OPT","H","DX"
"DX.VARIATION.MARGIN.DETS","L","DX"
"DX.VOLATILITY","H","DX"
"DYNAMIC.TEXT","U","EB"
"EB.ACCRUAL","L","AC"
"EB.ACCRUAL.CONCAT","T","AC"
"EB.ACCRUAL.PARAM","H","AC"
"EB.ACTIVITY","H","EB"
"EB.ADVICES","H","EB"
"EB.AF.PARAM","L","AC"
"EB.AF.PARAM.CHANGE","H","AC"
"EB.AGREEMENT.TYPE","H","FX"
"EB.ALERT.REQUEST","H","EB"
"EB.ALTERNATE.KEY","H","EB"
"EB.API","H","EB"
"EB.APPLICATION.RULE.INDEX","L","EB"
"EB.ATTRIBUTES","H","EB"
"EB.AUTHSERVER.CONFIG","U","EB"
"EB.AUTO.PROCESS","L","EB"
"EB.BLACKLIST.CUSTOMER","D","EB"
"EB.BLACKLIST.REPORT","D","EB"
"EB.CARD.TYPE","D","EB"
"EB.CASHFLOW","L","IA"
"EB.CASHFLOW.CAPTURE","H","IA"
"EB.CASHFLOW.HIS","L","IA"
"EB.CASHFLOW.NAU","L","IA"
"EB.CHALLENGE.RESPONSE","H","EB"
"EB.CHANNEL","H","EB"
"EB.CHECK.DOCUMENT","D","EB"
"EB.CODE.DIAGNOSTICS","H","EB"
"EB.COL.RISK","D","EB"
"EB.COMPANY.CHANGE","H","MC"
"EB.COMPANY.CHANGE.HIST","L","MC"
"EB.COMPARISON.TYPE","H","AA"
"EB.COMPILE.TEXT","U","EB"
"EB.COMPONENT","H","EB"
"EB.COMPOSITE.SCREEN","H","EB"
"EB.CONTEXT","H","EB"
"EB.CONTEXT.CUSTOMISE","H","EB"
"EB.CONTRACT.BALANCES","L","RE"
"EB.CONTRACT.BALANCES.HIS","L","RE"
"EB.CONTRACT.ENTRIES","T","RE"
"EB.CONVERSION.EXCEPTION","L","EB"
"EB.CONVERT.SCHEMA","H","EB"
"EB.CONVERT.SCHEMA.WORK","L","EB"
"EB.CORPORATE.HIERARCHY","D","EB"
"EB.CUSTOMER.CRS","D","EB"
"EB.CUSTOMER.ONBOARDING","D","EB"
"EB.CUSTOMER.SEGMENT","D","EB"
"EB.DATA.RELEASE.API.TABLE","H","EB"
"EB.DDL.SCHEMA","W","EB"
"EB.DEV.HELPER","W","EB"
"EB.DICTIONARY","H","EB"
"EB.DIGITAL.SIGN.PARAM","H","EB"
"EB.DIGITAL.SIGNATURE","L","EB"
"EB.DIRECT.POS.ACCTS","L","AC"
"EB.DISPO.PARENT.LINK","D","EB"
"EB.DOC.PRINT.TYPES","D","EB"
"EB.DUPLICATE","L","FT"
"EB.DUPLICATE.TYPE","H","FT"
"EB.DYNAMIC.ATTRIBUTES","H","EB"
"EB.ENC.BROWSER","H","EB"
"EB.ENC.PARAMETER","H","EB"
"EB.ENQUIRY.GRAPH","H","EB"
"EB.ENRICH.LOAN","D","EB"
"EB.EOD.ERROR","U","EB"
"EB.EOD.ERROR.DETAIL","L","EB"
"EB.ERROR","H","EB"
"EB.EVENT.TYPE","H","EB"
"EB.EXT.USER.PREF","H","EB"
"EB.EXTERNAL.PROCESS","D","EB"
"EB.EXTERNAL.SCORE","D","EB"
"EB.EXTERNAL.USER","H","EB"
"EB.EXTRACT","L","ST"
"EB.EXTRACT.PARAMETER","H","EB"
"EB.FILE.STATS","L","EB"
"EB.FILE.UPLOAD","H","EB"
"EB.FILE.UPLOAD.PARAM","U","EB"
"EB.FILE.UPLOAD.TYPE","U","EB"
"EB.FIN.SYSTEM","H","AC"
"EB.FINANCIAL.SYSTEM","H","AC"
"EB.FORMAT.ENTRY","H","EB"
"EB.FREE.MESSAGE","H","EB"
"EB.FREE.PARAMETERS","H","EB"
"EB.FREQUENCY","H","EB"
"EB.GC.ACTIVE","H","EB"
"EB.GC.CONSTRAINTS","H","EB"
"EB.GC.DIAGNOSTIC","L","EB"
"EB.GC.GLOBAL","H","EB"
"EB.GC.GROUP","H","EB"
"EB.GC.PARAMETER","H","EB"
"EB.GRAPH.CONFIG","H","EB"
"EB.IDESC.FILE","H","EB"
"EB.INTERNAL.SCORE","D","EB"
"EB.JOURNAL.SUMMARY","L","RE"
"EB.LDAP.PARAMETER","H","EB"
"EB.LENDING.HP","D","EB"
"EB.LICENSE.ANALYSIS","L","EB"
"EB.LIMIT.TXN.DATA","L","LI"
"EB.LOAN.AGREEMENT","D","EB"
"EB.LOAN.PREFERENCES","D","EB"
"EB.LOCAL.CONTENT.TABLE","H","EB"
"EB.LOGGING","L","EB"
"EB.LOGGING.PARAMETER","H","EB"
"EB.LOOKUP","H","EB"
"EB.MANDATE","H","EB"
"EB.MANDATE.PARAMETER","H","EB"
"EB.MAPPING.SOURCE","H","EB"
"EB.MASS.CHANGE.INSTRUCTION","H","EB"
"EB.MB.IBUSER.FORM","D","AI"
"EB.MCI.BUSINESS.OPERATION","H","EB"
"EB.MCI.EXECUTION.DETAILS","H","EB"
"EB.MCI.PARAMETER","H","EB"
"EB.MCI.SOURCE.TARGET.LINK","H","EB"
"EB.MESSAGE.111","H","DE"
"EB.MESSAGE.CLASS","H","EB"
"EB.MODEL.DATA","H","EB"
"EB.MODEL.ENQ.LIST","D","EB"
"EB.MORTGAGE.FORM1","D","EB"
"EB.OBJECT","H","EB"
"EB.ONBOARD.APPLICATION","H","T1"
"EB.OS.PLATFORM","H","EB"
"EB.OVERRIDE.APPROVED","L","EB"
"EB.OVERRIDE.APPROVED.ID","L","EB"
"EB.PHANTOM","W","EB"
"EB.POSITION.PARAMETER","H","AC"
"EB.PRD.ELIGIBILITY","D","EB"
"EB.PRODUCT","H","EB"
"EB.PRODUCT.GROUP","H","EB"
"EB.PRODUCT.INFO","D","EB"
"EB.PROJECT.DETAILS","L","AA"
"EB.PROJECT.MANAGER","H","AA"
"EB.PURGE.DEL.FILE.PARAM","H","EB"
"EB.PW.CARD.ISSUE","D","EB"
"EB.QUERIES.ANSWERS","H","DE"
"EB.RATING","H","ST"
"EB.RATING.AGENCY","H","ST"
"EB.REG.HARNESS","W","EB"
"EB.REKEY.RETRIES","L","EB"
"EB.RISK.EXPOSURE.TYPE","H","ST"
"EB.ROLE","H","ST"
"EB.ROUNDING.RULE","H","EB"
"EB.RULE.GATEWAY","H","EB"
"EB.RULES","L","EB"
"EB.RULES.HIERARCHY","L","EB"
"EB.RULES.VERSION","H","EB"
"EB.SCHEDULE.TRACER","T","EB"
"EB.SCV.CUSTOMER","D","EB"
"EB.SECURE.MESSAGE","H","EB"
"EB.SELECTION.FAVOURITES","H","EB"
"EB.SERVICE","H","EB"
"EB.SERVICE.LANDSCAPE","H","EB"
"EB.SERVICE.PACK","W","EB"
"EB.SERVICE.PACK.ITEM","L","EB"
"EB.SETTLEMENT.PROPOSAL2","D","EB"
"EB.SIGNATORY.GROUP","H","EB"
"EB.STANDARD.COMPARISON","H","AA"
"EB.STATE","H","EB"
"EB.STATE.MACHINE","H","EB"
"EB.STP.CONDITION","H","EB"
"EB.SUB.PRODUCT","H","EB"
"EB.SWITCH.PARAMETER","H","EB"
"EB.SYSGEN.DATA.CONTROL","H","EB"
"EB.SYSTEM.ID","H","EB"
"EB.SYSTEM.SUMMARY","H","RE"
"EB.TAABS.CAPTURE.TXNS","H","EB"
"EB.TAABS.EXCLUDE.TXNS","H","EB"
"EB.TAABS.PACK.DETAILS","L","EB"
"EB.TAABS.PACKAGE","L","EB"
"EB.TAABS.PACKAGE.DETAILS","H","EB"
"EB.TAABS.PARAMETER","H","EB"
"EB.TAABS.SIGNOFF.USER","H","EB"
"EB.TAABS.UNIQUE.DETS","L","EB"
"EB.TAABS.USER.PACKAGES","H","EB"
"EB.TABBED.SCREEN","H","EB"
"EB.TABLE.DATA.TYPE","H","EB"
"EB.TABLE.DEFINITION","H","EB"
"EB.TABLE.PROCEDURES","H","EB"
"EB.TABLE.VETTING","H","EB"
"EB.TICKLER","H","DE"
"EB.TICKLER.PARAMETER","H","DE"
"EB.TICKLER.SCHEDULE","T","DE"
"EB.TICKLER.TXN.ID","T","DE"
"EB.TICKLER.USER","L","DE"
"EB.TIME.ZONES","H","EB"
"EB.TNSFER.COMPANY","H","MC"
"EB.TRANSACTION.TYPE","H","AC"
"EB.TRANSFORM","H","EB"
"EB.TXN.TRACER","T","EB"
"EB.UNAUTH.TXN.POSITION","L","AC"
"EB.UPDATE","H","EB"
"EB.UPDATE.ITEM","L","EB"
"EB.UPDATE.RELEASE","H","EB"
"EB.UPDATE.SYSTEM","H","EB"
"EB.USAGE.STATISTICS","H","EB"
"EB.USER.ROLES","H","EB"
"EB.WIDGET","H","EB"
"EBS.AUTO.FUNCTION","W","EB"
"ENQ.CLR.USR.SETTINGS","H","EB"
"ENQ.REAL.TIME.FILES","T","EB"
"ENQ.REAL.TIME.RESULTS","L","EB"
"ENQ.REAL.TIME.SUBSCRIBE","L","EB"
"ENQ.REAL.TIME.UPDATE","L","EB"
"ENQUIRY","H","EB"
"ENQUIRY.DETAILS","L","EB"
"ENQUIRY.MENU","U","EB"
"ENQUIRY.REPORT","W","EB"
"ENQUIRY.SELECT","U","EB"
"ENTITLEMENT","H","SC"
"ENTITLEMENT.BROKER","L","SC"
"ENTITLEMENT.PRE.DIARY","L","SC"
"ENTITLEMENT.PREADV","L","SC"
"EOD.SC.POSITION.STMT","O","OB"
"EP.SEPA.TXN.NETTING","L","EP"
"EP.XML.VALIDATION.PARAMETER","H","EP"
"ER.COVER.LIMIT","H","AC"
"ER.PARAMETER","H","AC"
"EU.ACCOUNT.CONTROL","H","EU"
"EU.ALLOCATION.DETS","L","ET"
"EU.CCY.CONVERSION","W","EU"
"EU.CONTRACT.CONVERSION","H","EU"
"EU.CONV.ENTRY.REVAL","L","EU"
"EU.CONVERSION.AUDIT","L","EU"
"EU.CONVERSION.PARAM","H","EU"
"EU.CONVERSION.PROCESS","W","EU"
"EU.DATA.BUILD","H","ET"
"EU.FEES.DEDUCTION","H","ET"
"EU.FIXED.CURRENCY","L","EU"
"EU.PARAMETER","H","EU"
"EU.PREVIOUS.CURRENCY","L","EU"
"EU.TAX.LINK","L","ET"
"EU.TAX.LINK.DEPOS","L","ET"
"EU.TAX.LINK.PAST","L","ET"
"EU.TAX.PARAM","H","ET"
"EU.UPDATE.LOG","L","ET"
"EUFTT.PARAMETER","H","EF"
"EV.EVIDENCE","H","EV"
"EV.EVIDENCE.CLASS","H","EV"
"EV.EVIDENCE.LINK","L","EV"
"EV.EVIDENCE.REQUIREMENT","H","EV"
"EV.EVIDENCE.REQUIREMENT.STATUS","L","EV"
"EV.EVIDENCE.TYPE","L","EV"
"EV.EVIDENCE.TYPE.CATALOG","H","EV"
"EV.SCHEDULED.ACTIVITY","L","EV"
"EVENT.LOG","L","EB"
"EX","A","EB"
"EXCEPTION.LOG.FILE","L","ST"
"EXCEPTION.LOG.HIST","L","ST"
"EXEC.ORDER.JOURNAL","W","SC"
"EXPORT.FILE.DETAILS","W","SE"
"EXPOSURE.CONDITIONS","H","AC"
"EXT.CHANNEL.ACTIVITY.LOG","L","EB"
"EXTERNAL.ARRANGEMENT.FILE","U","ST"
"EXTERNAL.SEPA.DETAILS","H","IX"
"EXTERNAL.USER.PREFERENCES","H","T2"
"FA.CUSTOMER.RELATIONSHIP.WORK","T","FA"
"FA.REBUILD.PORTFOLIO.STATUS.LIST","T","FA"
"FA.TAX.STATUS.NO.CONCAT","T","FA"
"FACILITY","H","SL"
"FACILITY.REPAY.SCHEDULES","H","SL"
"FACILITY.REPAY.SCHEDULES.HIST","L","SL"
"FATCA.AGGR.TAX.BASE","L","FE"
"FATCA.AGGREGATE.BALANCES","L","FA"
"FATCA.AGGREGATION.PARAMETER","H","FA"
"FATCA.BASE.MANUAL.UPDATE","H","FE"
"FATCA.CONDITION.CHANGE","L","FA"
"FATCA.CUSTOMER.SUPPLEMENTARY.INFO","H","FA"
"FATCA.CUSTOMER.TYPE","H","FA"
"FATCA.FCSI.AMENDMENTS","L","FA"
"FATCA.FORM.TYPE","H","FA"
"FATCA.PARAMETER","H","FA"
"FATCA.POOL.BALANCE","L","FE"
"FATCA.REPORTING.PARAMETER","H","FE"
"FATCA.ROLE.CUSTOMER","T","FA"
"FATCA.ROLE.TYPE","H","FA"
"FATCA.STATUS.CONDITION","H","FA"
"FATCA.TAX.BASE","L","FE"
"FATCA.TAX.STATUS","H","FA"
"FATCA.W9.EXEMPTION.CODES","H","FA"
"FATCA.XML.REQUEST","H","FE"
"FCCY.TODAY","T","AC"
"FD.ACTIVITY","H","FD"
"FD.ADVICES","H","FD"
"FD.APPROVE.POOLING","W","FD"
"FD.BALANCES","L","FD"
"FD.BALANCES.HIST","L","FD"
"FD.BALANCES.SAVE","L","FD"
"FD.BANK.DETAILS","H","FD"
"FD.CHARGE.PARAMETER","H","FD"
"FD.COMMISSION.TYPE","H","FD"
"FD.CUST.DETAILS","H","FD"
"FD.CUST.VALUE","L","FD"
"FD.ENT.TODAY","L","FD"
"FD.EOD.LIST","T","FD"
"FD.FID.CURRENCY","H","FD"
"FD.FID.ORDER","H","FD"
"FD.FIDUCIARY","H","FD"
"FD.GEN.CONDITION","H","FD"
"FD.GROUP.CONDITION","H","FD"
"FD.GROUP.PAYMENT","H","FD"
"FD.GROUP.PAYMENT.HIST","L","FD"
"FD.GROUP.PLACEMENT","T","FD"
"FD.GROUP.TODAY","L","FD"
"FD.MATURITY.DATES","H","FD"
"FD.ORD.ENT.TODAY","L","FD"
"FD.ORDER.CUST","T","FD"
"FD.ORDER.MATURITY","L","FD"
"FD.PARAMETER","H","FD"
"FD.PLACEMENT.CUST","T","FD"
"FD.PLACEMENT.PROFILE","H","FD"
"FD.POOL.GROUP","L","FD"
"FD.POOL.GROUP.XREF","T","FD"
"FD.PREPARE.RENEWALS","H","FD"
"FD.RATE.DEVIATION","H","FD"
"FD.RENEWAL.TODAY","L","FD"
"FD.SCHEDULE.DATES","T","FD"
"FD.SCHEDULE.DATES.PAST","T","FD"
"FD.SCHEDULES","L","FD"
"FD.SCHEDULES.PAST","L","FD"
"FD.STANDARD.PERIODS","H","FD"
"FD.TXN.CODES","H","FD"
"FD.UNCONF.BROKER","L","FD"
"FD.UNCONF.CUSTOMER","L","FD"
"FICHE.DE.HEADER","L","EB"
"FICHE.HOLD.CONTROL","L","EB"
"FILE.CONTROL","U","EB"
"FILE.SETUP.DETAIL","U","EB"
"FOREX","H","FX"
"FORWARD.RATES","H","ST"
"FRA.AGREEMENT.TYPE","H","FR"
"FRA.DEAL","H","FR"
"FRA.HEDGE.POSITION","L","FR"
"FRA.PARAMETER","H","FR"
"FRA.POSITION","L","FR"
"FT.ACC.TAPE.DATA","L","FT"
"FT.APPL.DEFAULT","H","FT"
"FT.BACS.TAPE.DATA","L","FT"
"FT.BC.PARAMETER","H","FT"
"FT.BC.TXN.CODE","H","FT"
"FT.BC.XREF","L","FT"
"FT.BED.DOWNLOAD","W","FT"
"FT.BED.TXNS","T","FT"
"FT.BED.XREF","L","FT"
"FT.BGC.TAPE.DATA","L","FT"
"FT.BULK.CREDIT","H","FT"
"FT.BULK.CREDIT.AC","D","FT"
"FT.BULK.CREDIT.OC","D","FT"
"FT.BULK.DEBIT.AC","D","FT"
"FT.BULK.ITEM","H","FT"
"FT.BULK.MAPPING","D","FT"
"FT.BULK.MASTER","H","FT"
"FT.BULK.UPDATE.TYPE","H","FT"
"FT.BULKCR.OT","D","FT"
"FT.BULKDR.OT","D","FT"
"FT.CHARGE.TYPE","H","ST"
"FT.COMM.TYPE.HISTORY","L","ST"
"FT.COMMISSION.TYPE","H","ST"
"FT.DD.TAPE.DATA","L","DD"
"FT.GEN.CONDITION","H","FT"
"FT.GROUP.CONDITION","H","FT"
"FT.LOCAL.CLEARING","H","FT"
"FT.LOCAL.TXN.CODES","H","FT"
"FT.PROV.RATE","H","FT"
"FT.SCC.TAPE.DATA","L","FT"
"FT.TAPE.HIST","L","FT"
"FT.TAPE.PARAMS","H","FT"
"FT.TAPE.REFERENCE","L","FT"
"FT.TAPES","W","FT"
"FT.TXN.TYPE.CONDITION","H","FT"
"FUNDS.TRANSFER","H","FT"
"FWD.DATE.ENT.ID","O","OB"
"FWD.STMT1.PRINTED","T","ST"
"FWD.STMT2.PRINTED","T","ST"
"FWD.STMT2.PRINTED.HIST","T","ST"
"FX.ACTIVITY","H","FX"
"FX.AGREEMENT.TYPE","H","FX"
"FX.BULK.ORDER","H","FX"
"FX.CLOSING.GROUP","H","FX"
"FX.CLS.CPARTY","H","FX"
"FX.CLS.GRP.VAL.DATE","T","FX"
"FX.COMM.GROUP","H","FX"
"FX.CURRENT.EXPOSURE","U","FX"
"FX.DEAL.METHOD","H","ST"
"FX.GEN.CONDITION","H","FX"
"FX.GROUP.CONDITION","H","FX"
"FX.HISTORY.TODAY","L","FX"
